CustomerID,first_purchase,last_purchase,frequency,monetary_value,tenure_days,recency_days,avg_order_value
13784,2011-01-11 14:38:00,2011-09-06 12:27:00,9,2124.15,240,2,236.02
13786,2010-12-07 13:53:00,2010-12-07 13:53:00,1,230.4,275,275,230.4
13787,2010-12-10 14:45:00,2010-12-10 14:45:00,1,106.4,272,272,106.4
13791,2011-06-24 16:38:00,2011-08-04 11:44:00,2,1516.0,76,35,758.0
13792,2011-02-25 14:03:00,2011-02-25 14:03:00,1,74.6,195,195,74.6
13798,2010-12-02 17:24:00,2011-09-07 15:34:00,42,29161.14,280,1,694.31
13799,2011-02-18 14:18:00,2011-08-15 12:07:00,2,688.86,202,24,344.43
13800,2011-02-03 12:27:00,2011-02-03 12:27:00,1,558.32,217,217,558.32
13802,2011-02-01 12:03:00,2011-07-24 10:54:00,3,4599.42,219,46,1533.14
13803,2011-03-29 12:57:00,2011-03-29 12:57:00,1,277.07,163,163,277.07
13804,2011-02-23 09:09:00,2011-09-04 10:59:00,4,1526.01,197,4,381.5
13805,2011-08-02 15:29:00,2011-08-02 15:29:00,1,500.24,37,37,500.24
13807,2010-12-07 15:48:00,2010-12-07 15:48:00,1,112.6,275,275,112.6
13808,2011-09-04 12:07:00,2011-09-07 12:10:00,2,723.1,4,1,361.55
13809,2011-02-07 13:15:00,2011-02-07 13:15:00,1,155.05,213,213,155.05
13811,2011-04-14 18:40:00,2011-06-09 09:54:00,2,519.75,147,91,259.88
13812,2011-08-26 12:54:00,2011-08-26 12:54:00,1,260.74,13,13,260.74
13813,2011-07-28 10:33:00,2011-07-28 10:33:00,1,331.14,42,42,331.14
13814,2011-07-25 13:54:00,2011-09-08 13:48:00,2,1579.12,45,0,789.56
13815,2011-01-25 12:16:00,2011-06-20 13:08:00,2,2689.75,226,80,1344.88
13817,2010-12-23 11:46:00,2010-12-23 11:46:00,1,110.7,259,259,110.7
13819,2011-01-24 10:38:00,2011-02-11 10:38:00,3,1140.35,227,209,380.12
13821,2011-03-23 11:30:00,2011-07-18 09:49:00,2,385.64,169,52,192.82
13824,2011-02-02 13:07:00,2011-07-27 09:22:00,4,1429.84,218,43,357.46
13826,2011-06-16 13:48:00,2011-06-16 13:48:00,1,189.5,84,84,189.5
13827,2011-07-19 15:38:00,2011-07-29 11:45:00,2,300.76,51,41,150.38
13831,2010-12-05 12:13:00,2011-07-24 12:26:00,4,1450.85,277,46,362.71
13833,2011-07-03 13:27:00,2011-07-03 13:27:00,1,383.85,67,67,383.85
13835,2011-05-08 15:22:00,2011-07-07 15:16:00,2,537.34,123,63,268.67
13837,2011-01-26 12:15:00,2011-05-12 12:10:00,2,266.59,225,119,133.29
13838,2010-12-05 10:45:00,2011-08-14 10:52:00,3,467.54,277,25,155.85
13841,2011-04-01 12:10:00,2011-04-01 12:10:00,1,85.0,160,160,85.0
13842,2010-12-08 10:39:00,2011-07-07 12:41:00,7,2165.27,274,63,309.32
13846,2010-12-14 16:07:00,2011-04-11 15:03:00,2,663.93,268,150,331.96
13848,2010-12-08 15:10:00,2011-09-08 12:58:00,3,1255.0,274,0,418.33
13849,2011-06-22 10:11:00,2011-06-22 10:11:00,1,593.58,78,78,593.58
13850,2011-08-02 14:04:00,2011-08-02 14:04:00,1,1595.48,37,37,1595.48
13851,2011-02-24 17:18:00,2011-09-05 12:36:00,3,2651.46,196,3,883.82
13854,2010-12-09 10:48:00,2011-09-08 14:35:00,20,6469.16,273,0,323.46
13856,2011-05-20 13:13:00,2011-06-24 10:03:00,3,388.5,111,76,129.5
13859,2011-01-17 16:14:00,2011-01-17 16:14:00,1,201.16,234,234,201.16
13862,2011-01-11 15:13:00,2011-08-23 14:53:00,6,1781.3,240,16,296.88
13863,2011-04-06 10:20:00,2011-04-06 10:20:00,1,305.78,155,155,305.78
13865,2011-02-23 12:04:00,2011-07-26 11:24:00,3,383.34,197,44,127.78
13867,2011-05-05 17:28:00,2011-05-05 17:28:00,1,138.85,126,126,138.85
13869,2010-12-17 15:14:00,2011-08-08 13:53:00,4,3083.65,265,31,770.91
13870,2011-02-25 09:09:00,2011-08-30 11:32:00,5,2179.47,195,9,435.89
13871,2011-02-04 09:30:00,2011-09-08 12:51:00,9,4612.64,216,0,512.52
13873,2011-02-03 09:37:00,2011-08-12 10:08:00,3,389.6,217,27,129.87
13874,2010-12-16 18:20:00,2010-12-16 18:20:00,1,540.45,266,266,540.45
13875,2011-02-11 15:39:00,2011-07-29 09:11:00,4,1424.8,209,41,356.2
13880,2010-12-07 14:00:00,2011-07-17 14:07:00,8,1680.76,275,53,210.1
13881,2011-02-01 10:14:00,2011-09-05 11:43:00,11,9398.68,219,3,854.43
13883,2011-03-31 17:17:00,2011-05-05 12:39:00,4,1742.78,161,126,435.7
13884,2011-03-01 13:40:00,2011-03-07 12:53:00,3,196.25,191,185,65.42
13885,2011-05-23 08:52:00,2011-06-03 15:07:00,2,506.8,108,97,253.4
13887,2011-05-19 17:22:00,2011-05-19 17:22:00,1,349.55,112,112,349.55
13888,2011-05-05 14:41:00,2011-08-12 10:13:00,2,595.67,126,27,297.83
13889,2011-09-08 09:13:00,2011-09-08 09:13:00,1,416.9,1,0,416.9
13890,2010-12-16 09:31:00,2011-08-24 13:12:00,2,501.11,266,15,250.56
13892,2011-04-07 12:04:00,2011-04-07 12:04:00,1,54.52,154,154,54.52
13893,2011-02-15 11:30:00,2011-02-15 11:30:00,1,821.1,205,205,821.1
13894,2011-02-02 12:54:00,2011-02-02 12:54:00,1,160.85,218,218,160.85
13895,2011-06-28 10:17:00,2011-07-19 14:03:00,2,937.3,72,51,468.65
13898,2011-01-18 10:28:00,2011-01-18 10:28:00,1,155.93,233,233,155.93
13899,2011-03-10 09:30:00,2011-03-10 09:30:00,1,298.5,182,182,298.5
13900,2011-03-22 10:13:00,2011-06-09 19:26:00,3,740.95,170,91,246.98
13901,2011-01-25 09:01:00,2011-08-24 12:36:00,4,2652.28,226,15,663.07
13904,2011-02-18 11:18:00,2011-02-18 11:18:00,1,201.12,202,202,201.12
13908,2011-03-08 12:04:00,2011-08-05 11:46:00,3,1411.61,184,34,470.54
13911,2011-02-04 14:46:00,2011-07-18 13:30:00,8,2437.63,216,52,304.7
13917,2011-06-01 12:46:00,2011-06-01 12:46:00,1,65.38,99,99,65.38
13918,2011-03-31 18:05:00,2011-03-31 18:05:00,1,198.2,161,161,198.2
13919,2011-08-10 10:15:00,2011-08-10 10:15:00,1,195.15,29,29,195.15
13922,2010-12-23 10:38:00,2010-12-23 10:38:00,1,172.25,259,259,172.25
13925,2011-07-28 12:09:00,2011-09-08 12:47:00,4,678.25,42,0,169.56
13928,2011-07-29 15:59:00,2011-08-25 12:13:00,2,225.45,41,14,112.72
13929,2011-01-17 15:11:00,2011-06-23 15:26:00,2,842.65,234,77,421.32
13930,2011-07-26 11:00:00,2011-07-26 11:00:00,1,210.0,44,44,210.0
13931,2011-03-04 08:43:00,2011-09-05 10:12:00,2,1237.53,188,3,618.76
13932,2011-02-18 12:02:00,2011-02-18 12:02:00,1,307.4,202,202,307.4
13933,2011-07-14 13:35:00,2011-08-22 14:03:00,2,608.79,56,17,304.4
13934,2011-03-21 08:39:00,2011-03-21 08:39:00,1,922.1,171,171,922.1
13936,2011-06-13 08:47:00,2011-06-13 08:47:00,1,376.58,87,87,376.58
13937,2011-06-23 16:35:00,2011-06-23 16:35:00,1,158.85,77,77,158.85
13939,2011-02-01 11:30:00,2011-08-23 11:53:00,2,390.21,219,16,195.1
13940,2011-07-18 16:05:00,2011-08-15 12:47:00,2,391.06,52,24,195.53
13941,2010-12-02 10:17:00,2011-06-21 09:44:00,3,2831.26,280,79,943.75
13946,2011-03-17 10:02:00,2011-05-22 12:03:00,2,485.97,175,109,242.98
13948,2010-12-14 10:18:00,2010-12-14 10:18:00,1,102.0,268,268,102.0
13949,2011-09-06 11:55:00,2011-09-06 11:55:00,1,537.9,2,2,537.9
13950,2011-04-07 11:29:00,2011-04-07 11:29:00,1,179.31,154,154,179.31
13951,2011-02-18 15:21:00,2011-06-16 16:43:00,3,674.45,202,84,224.82
13952,2011-04-15 09:27:00,2011-05-06 09:00:00,2,3251.07,146,125,1625.54
13953,2010-12-22 10:29:00,2011-08-16 10:03:00,5,2604.36,260,23,520.87
13955,2011-02-07 12:24:00,2011-07-08 17:19:00,2,322.96,213,62,161.48
13956,2011-03-13 12:51:00,2011-07-24 16:12:00,3,676.07,179,46,225.36
13959,2010-12-12 13:56:00,2011-03-03 18:16:00,2,337.44,270,189,168.72
13962,2011-04-08 11:21:00,2011-04-08 11:21:00,1,117.6,153,153,117.6
13963,2010-12-07 09:21:00,2011-02-04 14:43:00,4,664.54,275,216,166.14
13967,2011-07-17 12:02:00,2011-07-17 12:02:00,1,80.7,53,53,80.7
13969,2010-12-09 19:32:00,2011-08-24 15:47:00,11,3883.23,273,15,353.02
13971,2011-02-27 12:27:00,2011-08-25 14:23:00,6,1985.9,193,14,330.98
13972,2011-05-22 11:34:00,2011-05-22 11:34:00,1,145.9,109,109,145.9
13973,2011-02-25 15:21:00,2011-02-25 15:21:00,1,264.7,195,195,264.7
13975,2011-03-08 12:19:00,2011-08-03 13:39:00,4,1466.67,184,36,366.67
13976,2011-05-17 09:13:00,2011-05-17 09:13:00,1,357.98,114,114,357.98
13982,2010-12-09 13:57:00,2011-06-29 15:11:00,3,1230.14,273,71,410.05
13983,2010-12-08 10:38:00,2011-06-05 16:05:00,8,1681.06,274,95,210.13
13984,2010-12-08 15:58:00,2011-08-05 14:30:00,4,819.33,274,34,204.83
13985,2011-03-20 13:48:00,2011-08-24 13:11:00,7,2773.04,172,15,396.15
13988,2011-03-30 11:48:00,2011-06-30 11:54:00,3,1923.5,162,70,641.17
13989,2011-04-14 15:39:00,2011-04-14 15:39:00,1,896.67,147,147,896.67
13990,2011-05-10 15:19:00,2011-05-10 15:19:00,1,311.3,121,121,311.3
13991,2011-07-19 12:58:00,2011-07-19 12:58:00,1,126.35,51,51,126.35
13993,2011-01-13 10:43:00,2011-08-31 12:31:00,6,2247.41,238,8,374.57
13994,2011-07-14 18:28:00,2011-08-26 11:35:00,2,419.56,56,13,209.78
13995,2011-04-08 08:20:00,2011-08-16 09:00:00,3,871.9,153,23,290.63
13999,2010-12-13 11:23:00,2011-09-05 11:19:00,9,2868.97,269,3,318.77
14000,2011-05-12 16:50:00,2011-05-12 16:50:00,1,635.66,119,119,635.66
14001,2010-12-01 12:58:00,2011-04-21 09:26:00,2,1309.14,281,140,654.57
14002,2011-07-06 14:59:00,2011-07-28 15:55:00,2,529.73,64,42,264.86
14004,2011-02-24 09:28:00,2011-09-02 13:50:00,5,3203.26,196,6,640.65
14005,2011-05-08 10:33:00,2011-07-29 10:00:00,3,696.56,123,41,232.19
14006,2011-01-31 15:11:00,2011-08-16 09:39:00,3,962.19,220,23,320.73
14009,2011-05-18 13:00:00,2011-05-25 15:47:00,2,695.61,113,106,347.8
14012,2011-03-07 12:26:00,2011-03-07 12:26:00,1,328.8,185,185,328.8
14013,2011-03-09 08:59:00,2011-08-21 15:01:00,3,473.02,183,18,157.67
14016,2010-12-17 14:21:00,2011-07-01 11:29:00,4,4291.21,265,69,1072.8
14019,2011-07-24 15:39:00,2011-09-02 12:51:00,2,800.53,46,6,400.26
14021,2011-03-28 15:10:00,2011-07-07 15:46:00,3,631.9,164,63,210.63
14022,2011-04-28 14:39:00,2011-04-28 14:39:00,1,440.0,133,133,440.0
14023,2011-04-03 15:50:00,2011-04-03 15:50:00,1,273.14,158,158,273.14
14024,2011-08-07 13:31:00,2011-08-10 11:30:00,2,327.7,32,29,163.85
14029,2011-07-18 16:57:00,2011-07-18 16:57:00,1,165.2,52,52,165.2
14030,2010-12-08 16:11:00,2011-08-10 16:19:00,6,1657.5,274,29,276.25
14031,2010-12-02 16:34:00,2011-08-05 14:49:00,13,9627.03,280,34,740.54
14032,2010-12-08 10:53:00,2011-06-24 11:08:00,6,1845.37,274,76,307.56
14034,2011-07-05 13:06:00,2011-07-05 13:15:00,2,473.91,65,65,236.96
14035,2011-02-15 12:48:00,2011-08-24 13:15:00,3,837.26,205,15,279.09
14036,2011-02-28 09:26:00,2011-02-28 09:26:00,1,626.65,192,192,626.65
14037,2010-12-10 11:39:00,2011-06-16 13:57:00,2,147.2,272,84,73.6
14038,2011-05-16 14:05:00,2011-07-18 15:15:00,2,1086.42,115,52,543.21
14040,2011-01-12 14:57:00,2011-09-06 14:29:00,10,2734.46,239,2,273.45
14041,2011-03-18 13:25:00,2011-03-18 13:25:00,1,141.41,174,174,141.41
14044,2011-02-03 11:39:00,2011-08-28 14:39:00,3,535.71,217,11,178.57
14045,2010-12-01 11:32:00,2011-08-22 15:27:00,4,1659.75,281,17,414.94
14046,2011-02-28 14:48:00,2011-02-28 14:48:00,1,151.59,192,192,151.59
14047,2010-12-02 10:09:00,2011-05-24 11:35:00,3,635.92,280,107,211.97
14048,2011-02-07 14:53:00,2011-02-07 14:53:00,1,409.93,213,213,409.93
14049,2011-01-26 11:27:00,2011-07-04 11:47:00,3,3244.74,225,66,1081.58
14050,2011-08-25 13:46:00,2011-08-25 13:46:00,1,485.98,14,14,485.98
14051,2010-12-08 12:49:00,2011-08-18 17:39:00,15,8687.44,274,21,579.16
14053,2011-07-03 12:21:00,2011-08-07 14:27:00,2,260.25,67,32,130.12
14055,2011-08-25 15:04:00,2011-08-25 15:04:00,1,725.64,14,14,725.64
14056,2011-02-28 15:19:00,2011-08-24 16:02:00,17,5333.97,192,15,313.76
14057,2010-12-14 12:11:00,2011-08-31 09:55:00,13,4805.68,268,8,369.67
14059,2011-03-18 10:06:00,2011-03-18 10:06:00,1,183.6,174,174,183.6
14060,2010-12-02 12:11:00,2011-08-23 16:49:00,14,4102.78,280,16,293.06
14062,2010-12-10 15:56:00,2011-08-19 11:56:00,9,7801.79,272,20,866.87
14064,2011-03-10 12:59:00,2011-08-18 18:11:00,4,1097.03,182,21,274.26
14066,2011-03-18 12:21:00,2011-03-18 12:21:00,1,152.55,174,174,152.55
14067,2011-09-04 12:00:00,2011-09-04 12:00:00,1,224.67,4,4,224.67
14068,2011-01-23 16:02:00,2011-01-23 16:02:00,1,265.85,228,228,265.85
14071,2011-03-20 11:33:00,2011-03-24 13:28:00,2,356.81,172,168,178.4
14075,2011-03-23 16:35:00,2011-03-23 16:35:00,1,307.92,169,169,307.92
14076,2011-08-02 15:19:00,2011-08-02 15:19:00,1,118.67,37,37,118.67
14077,2011-03-10 15:52:00,2011-06-10 14:31:00,3,310.4,182,90,103.47
14078,2010-12-01 12:54:00,2011-08-30 12:16:00,6,1049.37,281,9,174.9
14079,2011-08-07 12:10:00,2011-08-07 12:10:00,1,375.1,32,32,375.1
14081,2010-12-05 15:47:00,2011-02-10 16:17:00,2,921.62,277,210,460.81
14082,2010-12-10 11:02:00,2010-12-10 11:02:00,1,182.25,272,272,182.25
14083,2010-12-03 12:24:00,2011-08-05 14:31:00,7,533.39,279,34,76.2
14085,2010-12-06 12:39:00,2011-07-21 13:48:00,12,3220.94,276,49,268.41
14088,2011-01-21 13:07:00,2011-08-03 11:21:00,7,25507.89,230,36,3643.98
14090,2011-01-19 10:51:00,2011-01-19 10:51:00,1,76.32,232,232,76.32
14092,2010-12-16 15:47:00,2011-09-01 10:36:00,10,2745.42,266,7,274.54
14096,2011-08-30 10:49:00,2011-09-02 15:45:00,2,97.43,9,6,48.72
14099,2010-12-20 11:14:00,2011-08-11 15:34:00,8,2309.92,262,28,288.74
14100,2011-07-25 11:01:00,2011-07-25 11:01:00,1,191.95,45,45,191.95
14101,2011-01-17 13:09:00,2011-07-20 12:08:00,5,4944.39,234,50,988.88
14104,2011-06-27 12:49:00,2011-07-08 12:50:00,2,216.21,73,62,108.1
14105,2011-04-14 17:58:00,2011-04-14 17:58:00,1,1266.23,147,147,1266.23
14107,2010-12-10 13:29:00,2011-09-04 15:20:00,6,2461.94,272,4,410.32
14108,2011-08-30 11:32:00,2011-08-30 11:32:00,1,291.33,9,9,291.33
14110,2011-03-18 09:59:00,2011-08-12 14:47:00,5,3259.62,174,27,651.92
14111,2011-04-12 11:36:00,2011-09-05 12:21:00,3,295.5,149,3,98.5
14112,2011-03-09 11:28:00,2011-08-01 12:16:00,4,1900.82,183,38,475.2
14113,2010-12-20 12:14:00,2010-12-20 12:14:00,1,433.5,262,262,433.5
14114,2011-01-13 11:05:00,2011-03-11 09:42:00,2,386.53,238,181,193.26
14116,2011-08-10 12:44:00,2011-09-08 09:51:00,2,628.87,29,0,314.44
14117,2011-07-19 09:49:00,2011-07-19 09:49:00,1,90.0,51,51,90.0
14127,2011-02-02 12:26:00,2011-08-09 10:49:00,3,709.71,218,30,236.57
14128,2011-03-29 10:49:00,2011-03-29 10:49:00,1,305.54,163,163,305.54
14129,2011-03-24 08:44:00,2011-09-05 09:49:00,3,726.23,168,3,242.08
14130,2011-01-24 16:05:00,2011-01-24 16:05:00,1,480.91,227,227,480.91
14132,2011-06-09 12:04:00,2011-08-18 11:59:00,5,1552.46,91,21,310.49
14133,2011-01-28 11:27:00,2011-08-02 11:34:00,3,605.64,223,37,201.88
14135,2010-12-02 10:27:00,2011-08-26 14:44:00,10,3190.32,280,13,319.03
14141,2011-08-26 14:40:00,2011-08-26 14:40:00,1,285.16,13,13,285.16
14142,2010-12-01 16:33:00,2010-12-01 16:33:00,1,311.81,281,281,311.81
14143,2011-07-29 09:48:00,2011-07-29 09:48:00,1,115.8,41,41,115.8
14145,2011-05-06 13:01:00,2011-07-06 11:52:00,3,2851.2,125,64,950.4
14146,2010-12-17 15:52:00,2011-03-30 11:04:00,2,1903.73,265,162,951.86
14147,2011-02-27 11:42:00,2011-02-27 11:42:00,1,182.8,193,193,182.8
14148,2011-04-20 12:02:00,2011-04-20 12:02:00,1,157.2,141,141,157.2
14149,2011-05-03 09:44:00,2011-05-03 09:44:00,1,446.62,128,128,446.62
14150,2010-12-15 10:04:00,2010-12-15 10:04:00,1,306.18,267,267,306.18
14152,2011-04-19 15:46:00,2011-04-19 15:46:00,1,314.51,142,142,314.51
14154,2011-04-14 15:58:00,2011-04-14 16:26:00,2,1345.62,147,147,672.81
14155,2011-03-18 14:13:00,2011-03-18 14:13:00,1,118.75,174,174,118.75
14156,2010-12-03 11:48:00,2011-09-07 16:00:00,41,98238.79,279,1,2396.07
14157,2011-02-27 13:04:00,2011-02-27 13:04:00,1,269.18,193,193,269.18
14159,2010-12-12 11:17:00,2011-09-05 12:00:00,7,2732.73,270,3,390.39
14161,2010-12-05 13:18:00,2011-05-08 11:41:00,3,1097.62,277,123,365.87
14162,2011-02-20 12:32:00,2011-06-19 11:36:00,2,289.36,200,81,144.68
14163,2011-04-14 17:33:00,2011-07-10 14:49:00,3,1659.39,147,60,553.13
14165,2011-03-09 12:39:00,2011-03-09 12:39:00,1,120.44,183,183,120.44
14167,2011-01-12 15:44:00,2011-06-27 16:46:00,3,389.85,239,73,129.95
14171,2011-09-02 16:43:00,2011-09-02 16:43:00,1,363.79,6,6,363.79
14173,2011-05-04 14:03:00,2011-05-04 14:03:00,1,114.04,127,127,114.04
14175,2011-01-14 12:22:00,2011-06-21 14:29:00,2,1205.99,237,79,603.0
14176,2010-12-07 11:45:00,2011-02-15 13:12:00,4,576.9,275,205,144.22
14177,2011-06-13 11:10:00,2011-09-05 12:24:00,3,299.46,87,3,99.82
14178,2011-06-10 12:51:00,2011-09-02 14:42:00,3,477.29,90,6,159.1
14180,2010-12-02 13:08:00,2011-08-25 12:46:00,21,4110.12,280,14,195.72
14185,2011-01-12 13:52:00,2011-01-12 13:52:00,1,197.65,239,239,197.65
14188,2011-02-02 13:46:00,2011-08-22 13:42:00,4,1383.46,218,17,345.86
14189,2010-12-06 11:42:00,2011-09-04 13:45:00,11,3267.92,276,4,297.08
14191,2011-05-03 10:30:00,2011-08-23 14:25:00,7,2258.26,128,16,322.61
14193,2011-03-15 11:38:00,2011-03-15 11:38:00,1,422.54,177,177,422.54
14194,2011-02-04 14:51:00,2011-08-25 14:42:00,12,5666.45,216,14,472.2
14195,2011-04-01 16:50:00,2011-05-22 10:29:00,2,1012.0,160,109,506.0
14196,2011-08-25 10:25:00,2011-08-25 10:25:00,1,335.52,14,14,335.52
14198,2011-04-14 14:54:00,2011-07-17 15:47:00,2,356.95,147,53,178.48
14199,2011-05-05 13:44:00,2011-05-05 13:44:00,1,185.4,126,126,185.4
14201,2010-12-15 13:25:00,2011-07-13 15:18:00,5,521.24,267,57,104.25
14205,2011-03-20 15:07:00,2011-03-20 15:07:00,1,222.9,172,172,222.9
14206,2011-04-14 16:38:00,2011-04-14 16:38:00,1,328.16,147,147,328.16
14208,2011-09-06 12:48:00,2011-09-06 12:48:00,1,151.74,2,2,151.74
14209,2011-01-11 12:56:00,2011-08-10 16:01:00,5,1876.33,240,29,375.27
14210,2010-12-03 12:43:00,2011-08-26 12:36:00,6,1905.84,279,13,317.64
14211,2011-02-17 15:50:00,2011-09-04 10:51:00,6,1129.93,203,4,188.32
14214,2011-03-07 12:26:00,2011-07-06 15:02:00,3,899.16,185,64,299.72
14215,2010-12-06 15:34:00,2011-06-06 10:04:00,4,1098.27,276,94,274.57
14217,2010-12-08 13:28:00,2011-09-01 12:16:00,10,1211.5,274,7,121.15
14220,2010-12-16 18:18:00,2011-04-06 13:23:00,2,632.4,266,155,316.2
14221,2011-01-04 15:33:00,2011-08-18 17:43:00,7,2617.01,247,21,373.86
14222,2011-06-15 16:42:00,2011-06-15 16:42:00,1,683.17,85,85,683.17
14223,2011-03-20 16:02:00,2011-09-08 13:38:00,3,991.13,172,0,330.38
14224,2011-01-23 13:58:00,2011-08-21 13:24:00,4,1009.73,228,18,252.43
14226,2011-03-15 15:36:00,2011-05-13 14:16:00,2,1692.0,177,118,846.0
14227,2011-02-28 12:27:00,2011-05-27 14:50:00,7,2399.52,192,104,342.79
14229,2011-01-10 12:03:00,2011-02-21 09:45:00,2,762.13,241,199,381.06
14231,2011-02-24 11:55:00,2011-06-09 11:05:00,3,925.71,196,91,308.57
14232,2011-03-20 12:44:00,2011-08-16 12:52:00,4,1573.33,172,23,393.33
14233,2011-01-26 12:43:00,2011-05-12 10:45:00,3,959.1,225,119,319.7
14235,2011-03-24 13:23:00,2011-07-05 10:58:00,4,2802.86,168,65,700.72
14236,2010-12-02 18:49:00,2010-12-02 18:49:00,1,189.3,280,280,189.3
14237,2010-12-01 13:20:00,2010-12-01 13:20:00,1,161.0,281,281,161.0
14238,2011-01-17 14:40:00,2011-01-17 14:40:00,1,146.85,234,234,146.85
14239,2011-01-27 14:45:00,2011-09-06 12:38:00,9,1880.89,224,2,208.99
14240,2011-04-28 11:40:00,2011-04-28 11:40:00,1,226.85,133,133,226.85
14241,2011-06-09 11:46:00,2011-06-09 11:46:00,1,213.7,91,91,213.7
14242,2011-01-18 08:53:00,2011-04-19 11:46:00,2,280.55,233,142,140.28
14243,2010-12-09 08:34:00,2011-09-05 13:10:00,8,2305.95,273,3,288.24
14245,2011-03-21 10:41:00,2011-05-04 08:40:00,2,1693.45,171,127,846.72
14246,2011-04-08 08:25:00,2011-08-21 11:50:00,3,1474.06,153,18,491.35
14247,2011-03-06 15:21:00,2011-03-06 15:21:00,1,136.77,186,186,136.77
14248,2011-01-25 14:45:00,2011-01-25 14:45:00,1,302.58,226,226,302.58
14256,2010-12-10 11:44:00,2011-03-24 13:17:00,2,969.06,272,168,484.53
14257,2011-01-25 10:49:00,2011-08-08 15:35:00,4,2725.84,226,31,681.46
14258,2011-01-06 12:18:00,2011-07-11 10:12:00,7,9386.32,245,59,1340.9
14259,2011-07-21 10:44:00,2011-07-21 10:44:00,1,120.0,49,49,120.0
14262,2011-04-13 12:23:00,2011-08-24 15:04:00,3,855.0,148,15,285.0
14264,2011-04-08 12:20:00,2011-07-08 10:20:00,2,333.97,153,62,166.98
14265,2011-07-14 09:10:00,2011-08-22 13:32:00,2,530.18,56,17,265.09
14267,2011-03-24 11:38:00,2011-06-30 10:09:00,3,1516.24,168,70,505.41
14270,2011-01-12 09:33:00,2011-01-12 09:33:00,1,492.65,239,239,492.65
14271,2011-04-28 12:47:00,2011-04-28 12:47:00,1,112.32,133,133,112.32
14272,2011-03-30 13:57:00,2011-03-30 13:57:00,1,132.09,162,162,132.09
14273,2011-04-11 13:24:00,2011-07-26 14:56:00,3,450.05,150,44,150.02
14276,2011-02-23 09:38:00,2011-09-02 09:45:00,3,1119.74,197,6,373.25
14277,2011-05-11 13:20:00,2011-05-11 13:20:00,1,1629.03,120,120,1629.03
14280,2011-05-27 10:37:00,2011-05-27 10:37:00,1,134.04,104,104,134.04
14282,2010-12-07 12:21:00,2011-08-22 11:03:00,9,2467.54,275,17,274.17
14285,2011-06-16 12:36:00,2011-06-16 12:36:00,1,5.9,84,84,5.9
14286,2011-04-11 08:16:00,2011-04-11 08:16:00,1,2050.08,150,150,2050.08
14287,2011-05-25 11:41:00,2011-05-25 11:44:00,2,83.28,106,106,41.64
14288,2011-05-10 13:22:00,2011-05-10 13:22:00,1,426.6,121,121,426.6
14289,2011-02-23 12:33:00,2011-07-28 10:24:00,5,832.78,197,42,166.56
14290,2010-12-13 10:24:00,2010-12-13 10:24:00,1,777.56,269,269,777.56
14291,2011-03-09 15:20:00,2011-08-11 10:55:00,7,2355.54,183,28,336.51
14292,2011-03-02 08:26:00,2011-07-17 12:18:00,4,2590.21,190,53,647.55
14293,2010-12-06 10:18:00,2011-07-15 15:28:00,3,739.41,276,55,246.47
14297,2011-03-10 08:31:00,2011-03-10 08:31:00,1,232.6,182,182,232.6
14298,2010-12-14 12:59:00,2011-09-01 14:26:00,37,41182.51,268,7,1113.04
14299,2010-12-09 10:30:00,2011-08-24 11:54:00,5,2437.14,273,15,487.43
14301,2011-08-14 15:33:00,2011-08-14 15:33:00,1,640.14,25,25,640.14
14304,2011-05-01 11:50:00,2011-05-01 11:50:00,1,383.45,130,130,383.45
14305,2011-07-27 14:14:00,2011-08-18 06:20:00,2,1048.45,43,21,524.22
14307,2010-12-01 11:41:00,2011-07-28 09:45:00,4,2307.89,281,42,576.97
14309,2010-12-16 13:05:00,2011-09-07 12:50:00,7,1633.7,266,1,233.39
14311,2011-04-11 10:14:00,2011-04-11 10:14:00,1,310.26,150,150,310.26
14312,2011-01-06 16:35:00,2011-06-06 09:01:00,4,854.59,245,94,213.65
14314,2011-08-25 10:39:00,2011-08-25 10:39:00,1,120.0,14,14,120.0
14315,2011-03-18 12:59:00,2011-08-02 13:31:00,5,1550.15,174,37,310.03
14320,2011-01-11 09:12:00,2011-05-17 09:24:00,2,477.79,240,114,238.9
14321,2011-01-10 11:35:00,2011-08-15 09:57:00,3,900.65,241,24,300.22
14323,2011-04-15 11:44:00,2011-08-17 11:37:00,2,605.06,146,22,302.53
14326,2011-04-11 15:04:00,2011-04-11 15:04:00,1,183.85,150,150,183.85
14327,2011-06-29 13:58:00,2011-06-29 13:58:00,1,311.65,71,71,311.65
14329,2011-01-14 13:42:00,2011-08-23 12:18:00,4,3485.03,237,16,871.26
14331,2011-07-27 15:14:00,2011-08-07 13:17:00,2,462.66,43,32,231.33
14332,2011-07-15 10:33:00,2011-07-15 10:33:00,1,119.04,55,55,119.04
14334,2010-12-16 17:37:00,2011-09-07 10:55:00,7,2328.71,266,1,332.67
14335,2011-09-04 13:07:00,2011-09-04 13:07:00,1,347.5,4,4,347.5
14336,2011-03-08 16:48:00,2011-05-25 14:44:00,3,1114.39,184,106,371.46
14338,2011-05-27 13:30:00,2011-07-01 14:08:00,2,588.22,104,69,294.11
14339,2011-04-11 11:06:00,2011-04-11 11:06:00,1,309.52,150,150,309.52
14340,2011-05-05 09:44:00,2011-05-05 09:44:00,1,134.7,126,126,134.7
