customer_id,tenure_days,recency_days,frequency,avg_order_value,monetary_value,support_tickets,discount_usage_rate,churned
C01648,1158,262,6,1338.94,8033.66,0,0.2955,0
C01649,1125,312,4,1289.77,5159.1,2,0.2307,1
C01650,843,271,9,1930.62,17375.61,0,0.1177,0
C01651,967,130,5,811.21,4056.04,1,0.3008,1
C01652,755,234,6,830.32,4981.9,2,0.3865,1
C01653,1332,17,11,1227.99,13507.93,2,0.1777,0
C01654,87,75,4,1988.62,7954.48,0,0.1634,0
C01655,244,21,8,813.77,6510.16,0,0.4073,0
C01656,1178,29,8,837.49,6699.88,1,0.4874,0
C01657,1356,319,5,499.43,2497.15,2,0.2214,1
C01658,791,80,4,752.0,3007.99,0,0.2973,1
C01659,439,348,7,796.56,5575.95,0,0.5318,1
C01660,926,380,10,1126.99,11269.89,1,0.1295,0
C01661,435,372,11,2081.96,22901.57,0,0.2641,0
C01662,457,237,8,711.35,5690.84,1,0.0595,0
C01663,648,386,6,1429.44,8576.63,0,0.1621,1
C01664,191,45,10,749.66,7496.62,4,0.2851,1
C01665,1444,339,11,2094.1,23035.07,1,0.5366,0
C01666,875,44,7,707.42,4951.97,0,0.3476,0
C01667,181,141,7,641.01,4487.06,2,0.5124,0
C01668,151,129,5,764.25,3821.27,1,0.1636,1
C01669,942,189,2,1753.52,3507.05,1,0.3509,1
C01670,35,265,3,957.45,2872.36,0,0.1783,1
C01671,1279,332,7,2180.95,15266.66,1,0.4458,0
C01672,1073,236,5,182.22,911.08,0,0.3602,1
C01673,1419,359,3,622.28,1866.83,0,0.1992,1
C01674,800,239,5,318.36,1591.8,0,0.4498,1
C01675,1161,144,10,1133.53,11335.34,0,0.0551,0
C01676,1380,224,5,832.87,4164.34,0,0.211,0
C01677,123,251,8,1007.71,8061.69,0,0.3156,0
C01678,631,196,11,413.78,4551.63,0,0.4071,0
C01679,1237,71,4,2776.8,11107.21,0,0.1943,0
C01680,208,115,7,417.02,2919.15,0,0.4441,0
C01681,1172,0,4,2167.4,8669.6,0,0.4732,0
C01682,1078,236,9,835.29,7517.62,1,0.2419,1
C01683,1420,142,3,1078.04,3234.11,0,0.4169,1
C01684,666,314,4,1272.9,5091.59,1,0.5213,1
C01685,294,368,2,1315.59,2631.18,1,0.1872,1
C01686,610,395,2,380.76,761.52,0,0.3687,1
C01687,768,262,3,529.35,1588.05,0,0.5876,0
C01688,1008,380,6,1131.18,6787.07,0,0.4265,1
C01689,611,357,5,1038.5,5192.49,0,0.2305,0
C01690,750,381,9,449.32,4043.9,0,0.1141,1
C01691,1049,143,4,1297.78,5191.13,2,0.415,1
C01692,509,118,4,1116.42,4465.69,2,0.2784,1
C01693,266,18,5,611.39,3056.96,1,0.5068,0
C01694,1097,227,5,755.97,3779.85,2,0.3722,0
C01695,92,143,10,1366.36,13663.59,0,0.2455,0
C01696,997,336,5,1776.83,8884.14,0,0.3202,1
C01697,494,171,5,436.22,2181.08,0,0.1314,1
C01698,1393,77,5,971.97,4859.87,1,0.2071,0
C01699,1091,268,11,668.53,7353.8,0,0.1356,0
C01700,979,106,3,1005.83,3017.48,0,0.6826,0
C01701,968,386,2,663.77,1327.53,0,0.3926,1
C01702,855,224,7,3792.93,26550.52,1,0.3661,1
C01703,468,124,8,1166.4,9331.18,0,0.8886,0
C01704,810,242,10,1196.95,11969.52,0,0.2756,0
C01705,903,302,6,1195.71,7174.23,0,0.1086,1
C01706,1446,141,5,664.62,3323.08,1,0.3635,1
C01707,810,354,8,1005.33,8042.63,0,0.3574,1
C01708,891,40,6,795.68,4774.08,0,0.568,0
C01709,489,99,6,860.39,5162.34,1,0.3027,0
C01710,490,67,6,546.67,3280.0,1,0.0757,0
C01711,59,312,3,2819.72,8459.16,2,0.2534,1
C01712,1497,169,7,376.68,2636.75,1,0.0747,0
C01713,771,381,8,437.43,3499.47,1,0.3608,1
C01714,363,104,10,814.83,8148.27,0,0.0572,0
C01715,43,310,7,831.83,5822.78,1,0.0437,1
C01716,855,274,6,834.61,5007.69,1,0.1503,0
C01717,1070,158,7,1403.55,9824.86,2,0.0238,0
C01718,38,368,5,884.46,4422.32,0,0.0886,0
C01719,344,233,2,799.23,1598.46,0,0.6071,1
C01720,939,184,3,1027.53,3082.58,0,0.4395,1
C01721,495,298,10,566.73,5667.29,0,0.1916,0
C01722,718,361,7,719.38,5035.65,1,0.354,1
C01723,195,323,2,1177.6,2355.2,0,0.2933,1
C01724,983,57,4,287.84,1151.36,2,0.2028,0
C01725,851,283,5,1250.37,6251.85,1,0.5088,1
C01726,1452,215,6,785.75,4714.47,1,0.3403,0
C01727,199,391,4,1467.28,5869.13,1,0.3381,1
C01728,1239,354,4,1810.54,7242.16,0,0.3609,1
C01729,675,344,5,1281.53,6407.66,0,0.2635,1
C01730,1409,52,5,796.16,3980.79,0,0.5361,0
C01731,1008,86,10,1937.67,19376.69,2,0.452,0
C01732,916,355,8,812.82,6502.6,0,0.1981,1
C01733,1455,399,6,342.98,2057.91,2,0.4039,1
C01734,1115,302,5,1322.12,6610.58,0,0.228,1
C01735,783,281,6,845.68,5074.07,0,0.1677,0
C01736,512,202,6,1750.13,10500.76,0,0.2855,1
C01737,364,365,7,1180.0,8260.03,1,0.5104,1
C01738,384,33,6,801.81,4810.88,0,0.2321,1
C01739,1037,198,4,1212.57,4850.26,0,0.4312,0
C01740,374,42,9,1019.14,9172.29,0,0.0965,0
C01741,480,357,7,746.99,5228.93,1,0.3225,0
C01742,1050,160,5,3030.83,15154.17,1,0.3258,0
C01743,438,393,8,380.18,3041.44,0,0.1792,1
C01744,1208,26,3,349.81,1049.42,0,0.287,0
C01745,962,328,10,1137.92,11379.21,0,0.1526,1
C01746,98,88,15,858.48,12877.18,2,0.2143,0
C01747,115,319,11,961.94,10581.39,0,0.188,1
C01748,1027,319,3,1010.34,3031.02,0,0.4992,0
C01749,601,86,3,1219.69,3659.07,0,0.1698,0
C01750,335,162,8,953.61,7628.91,3,0.0221,1
C01751,570,54,1,149.3,149.3,1,0.1255,1
C01752,211,252,9,1374.75,12372.72,0,0.2851,0
C01753,254,307,5,58.41,292.03,1,0.7063,1
C01754,1245,17,7,769.92,5389.47,0,0.4064,0
C01755,921,282,3,806.67,2420.02,0,0.1955,1
C01756,1484,112,8,482.66,3861.25,0,0.2474,0
C01757,1165,249,7,2924.76,20473.32,0,0.3938,0
C01758,68,374,5,562.9,2814.48,0,0.2931,1
C01759,481,178,3,2495.65,7486.96,0,0.1463,1
C01760,1229,284,3,1580.01,4740.02,3,0.0677,1
C01761,579,25,5,583.69,2918.44,0,0.3564,0
C01762,698,19,5,1317.31,6586.54,0,0.1903,0
C01763,587,228,9,650.67,5856.04,0,0.2252,0
C01764,432,252,7,1461.25,10228.76,1,0.213,1
C01765,886,212,9,1717.53,15457.77,0,0.2698,0
C01766,148,281,3,1494.06,4482.17,0,0.2394,1
C01767,1157,286,4,1506.37,6025.49,0,0.263,1
C01768,169,385,9,575.39,5178.49,0,0.5734,1
C01769,242,35,7,494.67,3462.67,0,0.5084,0
C01770,1074,163,7,1859.83,13018.78,2,0.1616,1
C01771,52,161,3,1314.98,3944.93,1,0.2359,1
C01772,556,216,6,257.69,1546.13,2,0.25,1
C01773,1121,168,4,356.47,1425.9,2,0.3463,1
C01774,481,298,5,839.35,4196.77,0,0.2747,0
C01775,534,185,8,159.22,1273.74,0,0.1089,1
C01776,1433,152,5,697.42,3487.12,0,0.2802,0
C01777,799,13,4,2039.44,8157.76,0,0.4383,0
C01778,603,141,5,509.34,2546.69,1,0.4037,1
C01779,1005,234,6,1452.17,8713.01,0,0.1248,0
C01780,829,395,5,630.08,3150.41,0,0.3358,1
C01781,1489,77,5,384.65,1923.25,0,0.5283,0
C01782,412,300,5,1345.73,6728.66,0,0.3802,0
C01783,1154,364,6,1569.48,9416.86,2,0.5128,0
C01784,721,203,4,524.95,2099.81,0,0.1029,0
C01785,509,252,7,1447.23,10130.61,0,0.4018,0
C01786,574,79,3,365.58,1096.73,1,0.0679,1
C01787,300,332,7,660.54,4623.76,0,0.274,1
C01788,1179,264,14,1369.71,19175.89,0,0.4803,0
C01789,821,196,6,611.45,3668.72,1,0.4594,1
C01790,1072,264,5,115.54,577.72,0,0.057,0
C01791,765,148,4,1039.89,4159.56,2,0.6082,0
C01792,1336,77,4,345.27,1381.07,1,0.1293,1
C01793,211,103,7,659.89,4619.22,0,0.2999,0
C01794,615,11,4,924.09,3696.35,0,0.1792,0
C01795,703,158,7,611.36,4279.54,0,0.1653,0
C01796,1439,180,6,1535.52,9213.14,1,0.049,0
C01797,1447,368,6,450.62,2703.71,0,0.4474,1
C01798,933,169,3,1074.43,3223.3,0,0.1104,0
C01799,824,370,3,1474.32,4422.96,0,0.15,0
C01800,274,50,11,1025.47,11280.22,0,0.038,0
C01801,1486,375,5,1040.71,5203.54,1,0.2702,1
C01802,591,167,11,484.6,5330.61,2,0.4694,0
C01803,319,306,9,857.84,7720.52,0,0.1281,0
C01804,66,95,8,3343.87,26750.95,0,0.4206,0
C01805,873,71,3,2034.77,6104.3,2,0.1746,1
C01806,212,227,5,407.31,2036.57,0,0.182,1
C01807,175,287,4,959.78,3839.11,0,0.2865,1
C01808,364,105,4,1140.46,4561.84,0,0.5262,1
C01809,1123,134,7,484.79,3393.55,1,0.0801,0
C01810,981,169,8,731.68,5853.47,0,0.6748,0
C01811,459,170,4,977.01,3908.05,2,0.1605,1
C01812,1410,395,5,1042.99,5214.94,0,0.1565,0
C01813,1438,184,8,1274.83,10198.68,2,0.3511,0
C01814,205,305,12,795.21,9542.47,0,0.1978,0
C01815,67,102,5,75.03,375.16,0,0.2165,1
C01816,1450,270,9,465.73,4191.54,1,0.5545,0
C01817,859,83,4,604.27,2417.08,1,0.2071,1
C01818,1208,286,5,1057.56,5287.8,0,0.1961,0
C01819,1064,41,4,240.97,963.9,2,0.3111,0
C01820,1285,120,3,641.23,1923.68,1,0.5033,1
C01821,663,176,11,1162.2,12784.24,2,0.2404,0
C01822,708,372,7,1869.27,13084.89,0,0.4779,1
C01823,1448,236,11,389.05,4279.6,1,0.1753,0
C01824,995,77,4,1258.02,5032.07,1,0.501,0
C01825,470,352,7,1589.79,11128.52,0,0.192,0
C01826,688,317,11,1438.11,15819.17,0,0.1912,1
C01827,64,7,7,1643.35,11503.48,0,0.773,0
C01828,1495,53,5,734.81,3674.05,1,0.1442,0
C01829,1036,18,7,314.29,2200.03,1,0.2177,0
C01830,766,92,5,485.01,2425.04,1,0.1711,0
C01831,786,297,6,1435.92,8615.54,2,0.368,1
C01832,1494,69,4,349.15,1396.61,0,0.0827,0
C01833,924,316,10,93.45,934.5,1,0.6643,1
C01834,296,161,5,637.28,3186.41,1,0.3566,0
C01835,842,13,6,1082.3,6493.77,0,0.3939,0
C01836,85,221,3,534.6,1603.79,1,0.6775,1
C01837,1088,304,2,1303.39,2606.78,1,0.1344,1
C01838,1066,140,4,818.61,3274.45,0,0.3535,0
C01839,725,223,4,662.81,2651.26,0,0.3658,0
C01840,1182,324,10,2472.81,24728.09,1,0.2669,0
C01841,130,127,6,319.12,1914.74,1,0.3681,0
C01842,156,149,7,1142.04,7994.25,0,0.5812,0
C01843,114,261,7,419.37,2935.58,0,0.0834,1
C01844,789,371,4,4540.33,18161.33,1,0.3265,1
C01845,74,122,6,1404.0,8424.01,0,0.0889,0
C01846,388,88,4,425.26,1701.04,0,0.1773,0
C01847,1447,176,6,1289.43,7736.61,0,0.1594,0
C01848,312,26,7,924.01,6468.1,0,0.0751,0
C01849,1436,195,9,833.31,7499.82,1,0.219,0
C01850,1188,136,4,1142.61,4570.46,0,0.4139,0
C01851,600,117,5,804.45,4022.23,0,0.2693,0
C01852,1101,110,5,738.83,3694.14,0,0.6367,0
C01853,1017,131,6,339.25,2035.5,0,0.49,0
C01854,944,126,8,286.15,2289.22,0,0.1744,0
C01855,107,356,5,1227.04,6135.21,3,0.0985,1
C01856,125,58,4,674.37,2697.5,1,0.4202,1
C01857,1069,163,7,691.42,4839.92,0,0.4192,0
C01858,588,141,4,254.11,1016.44,2,0.1353,1
C01859,700,110,4,605.83,2423.32,1,0.1495,0
C01860,993,63,5,474.24,2371.22,2,0.1259,0
C01861,762,202,8,921.88,7375.02,1,0.1615,0
C01862,553,207,8,1706.32,13650.53,0,0.2357,0
C01863,179,53,3,696.25,2088.75,0,0.1954,0
C01864,1472,394,3,1931.83,5795.48,0,0.319,1
C01865,604,225,4,957.69,3830.76,0,0.3459,0
C01866,1204,305,5,1976.82,9884.11,1,0.694,1
C01867,298,336,6,1887.8,11326.78,0,0.5691,1
C01868,517,105,6,426.16,2556.95,0,0.3189,0
C01869,39,192,3,1444.15,4332.45,0,0.1041,1
C01870,118,321,6,928.17,5569.02,0,0.2185,0
C01871,637,6,5,525.54,2627.72,1,0.2809,0
C01872,515,113,3,1287.17,3861.5,0,0.307,1
C01873,183,361,10,2500.8,25007.97,0,0.2417,1
C01874,360,265,3,458.61,1375.83,0,0.1102,1
C01875,302,300,7,168.45,1179.15,0,0.2624,1
C01876,1149,199,4,411.76,1647.02,0,0.1784,1
C01877,482,387,10,914.21,9142.08,0,0.5542,1
C01878,509,264,7,2094.4,14660.78,0,0.3407,0
C01879,696,322,9,162.16,1459.42,1,0.1394,1
C01880,303,223,2,526.71,1053.42,0,0.0417,1
C01881,383,344,6,2023.13,12138.81,0,0.2903,1
C01882,331,278,11,559.72,6156.96,1,0.4277,1
C01883,1430,366,4,1234.03,4936.14,0,0.741,1
C01884,933,25,4,637.65,2550.58,0,0.1131,0
C01885,1381,101,5,250.71,1253.56,1,0.2959,0
C01886,1299,154,6,914.76,5488.54,0,0.3384,0
C01887,395,394,6,343.87,2063.22,1,0.8487,1
C01888,96,110,6,1093.49,6560.92,1,0.4413,1
C01889,689,101,4,1773.2,7092.78,0,0.1509,1
C01890,561,237,6,3227.02,19362.1,2,0.553,0
C01891,922,390,5,977.11,4885.54,1,0.3438,1
C01892,260,394,8,428.92,3431.34,0,0.4744,1
C01893,303,318,5,1733.93,8669.67,2,0.2178,1
C01894,333,322,4,1209.37,4837.46,1,0.3779,1
C01895,953,293,3,999.77,2999.31,0,0.1681,0
C01896,289,162,6,1215.39,7292.33,1,0.0969,0
C01897,648,92,9,2864.92,25784.28,0,0.4008,0
C01898,414,255,3,1513.56,4540.67,1,0.5254,1
C01899,75,122,6,628.59,3771.53,0,0.2783,0
C01900,289,363,6,782.31,4693.89,0,0.0973,1
C01901,407,61,6,392.27,2353.64,1,0.4794,0
C01902,1227,339,9,736.22,6626.02,1,0.198,1
C01903,299,118,6,1388.26,8329.56,1,0.1645,0
C01904,885,239,7,739.75,5178.25,0,0.4846,1
C01905,1239,367,7,458.64,3210.47,1,0.496,1
C01906,1451,84,6,1069.38,6416.27,1,0.1576,0
C01907,761,183,4,870.67,3482.69,1,0.1673,0
C01908,84,225,11,1236.57,13602.31,0,0.1138,1
C01909,294,382,8,336.13,2689.06,0,0.2764,0
C01910,836,13,5,836.17,4180.85,1,0.0249,0
C01911,866,236,7,613.05,4291.36,0,0.125,1
C01912,1468,390,2,1037.64,2075.27,1,0.28,1
C01913,671,6,5,795.02,3975.11,2,0.2532,0
C01914,670,147,3,3401.34,10204.01,0,0.2465,0
C01915,658,135,6,558.54,3351.24,0,0.3706,0
C01916,437,30,8,2630.73,21045.86,0,0.1596,0
C01917,326,136,5,1027.37,5136.87,2,0.3077,0
C01918,1405,193,5,1736.39,8681.93,2,0.3675,1
C01919,969,170,2,291.45,582.9,1,0.2935,0
C01920,1294,223,6,879.97,5279.8,1,0.3265,0
C01921,1235,268,7,796.52,5575.66,1,0.3877,0
C01922,1318,172,5,2747.47,13737.36,2,0.0498,1
C01923,743,107,6,2118.78,12712.66,1,0.4598,0
C01924,453,365,6,326.47,1958.8,3,0.1088,1
C01925,248,162,8,1588.7,12709.61,1,0.0231,1
C01926,1250,378,5,1761.64,8808.19,1,0.4648,1
C01927,414,399,8,400.98,3207.81,1,0.1877,1
C01928,1273,253,7,1981.13,13867.88,1,0.6306,1
C01929,491,144,8,338.76,2710.08,0,0.6158,0
C01930,239,391,3,640.33,1921.0,1,0.2603,1
C01931,1328,201,6,1032.19,6193.16,1,0.29,0
C01932,548,142,6,2914.75,17488.52,1,0.1966,0
C01933,947,205,6,1649.29,9895.72,0,0.2689,0
C01934,629,284,9,400.69,3606.25,1,0.1934,0
C01935,1392,78,10,1618.69,16186.91,2,0.4685,0
C01936,308,78,8,2466.64,19733.09,1,0.396,0
C01937,503,198,7,2000.94,14006.6,0,0.133,1
C01938,1170,252,5,101.09,505.43,1,0.5284,0
C01939,1313,88,9,862.07,7758.66,1,0.3505,0
C01940,885,34,6,2678.14,16068.87,0,0.0511,0
C01941,1193,43,4,2645.55,10582.19,0,0.5398,0
C01942,934,18,8,1117.42,8939.33,1,0.2001,0
C01943,1424,323,4,1048.04,4192.16,0,0.1423,1
C01944,1441,241,2,1067.91,2135.83,0,0.4839,0
C01945,385,285,5,2547.26,12736.28,0,0.5943,1
C01946,539,204,9,757.48,6817.28,0,0.1154,0
C01947,1422,108,7,268.2,1877.4,0,0.0421,0
C01948,452,165,6,621.85,3731.13,0,0.4959,0
C01949,999,53,6,1704.66,10227.97,1,0.2083,0
C01950,1493,148,9,611.62,5504.55,1,0.0883,0
C01951,1109,393,7,2692.75,18849.27,0,0.3288,1
C01952,988,374,8,117.78,942.25,1,0.2276,1
C01953,303,366,5,1481.59,7407.97,2,0.1986,0
C01954,344,291,6,459.27,2755.63,1,0.7604,1
C01955,347,144,7,1093.27,7652.9,0,0.1695,1
C01956,143,306,6,1752.56,10515.37,0,0.1442,0
C01957,1491,257,6,1661.63,9969.8,0,0.2666,0
C01958,1256,292,5,1768.84,8844.19,0,0.2049,1
C01959,1182,114,3,1278.24,3834.72,1,0.0451,1
C01960,1165,323,12,292.94,3515.22,0,0.3483,0
C01961,1336,150,6,1354.33,8125.99,1,0.1613,0
C01962,1071,254,7,1506.51,10545.59,0,0.3202,0
C01963,415,215,2,788.27,1576.55,1,0.336,1
C01964,374,111,9,1827.28,16445.5,0,0.1198,0
C01965,757,107,7,3106.85,21747.93,0,0.3231,0
C01966,319,184,1,2216.15,2216.15,0,0.1656,1
C01967,808,34,3,469.21,1407.62,0,0.2415,0
C01968,1105,6,7,720.46,5043.22,1,0.5794,0
C01969,421,287,9,1617.38,14556.46,0,0.2338,0
C01970,351,358,8,249.33,1994.63,0,0.323,0
C01971,242,76,7,866.35,6064.48,0,0.8677,0
C01972,838,8,9,1703.02,15327.17,1,0.1343,1
C01973,303,120,4,727.2,2908.82,1,0.25,1
C01974,1376,300,4,340.26,1361.05,0,0.11,0
C01975,498,382,3,425.39,1276.18,0,0.1964,1
C01976,1195,147,2,902.33,1804.66,0,0.1295,0
C01977,650,241,5,1108.35,5541.74,1,0.1197,1
C01978,1275,386,8,911.48,7291.85,1,0.1859,1
C01979,57,91,6,1445.03,8670.2,0,0.1025,0
C01980,357,64,4,500.73,2002.92,1,0.5232,1
C01981,731,114,5,237.35,1186.73,0,0.4911,1
C01982,822,305,7,1153.12,8071.87,5,0.4547,1
C01983,807,89,9,1065.29,9587.64,0,0.4855,0
C01984,1041,18,7,852.13,5964.88,1,0.3162,0
C01985,728,347,6,1499.16,8994.94,0,0.2504,1
C01986,1172,319,8,805.32,6442.6,0,0.3737,0
C01987,900,320,8,836.04,6688.35,1,0.281,1
C01988,1362,251,4,1601.59,6406.36,0,0.2715,0
C01989,161,219,5,895.81,4479.07,1,0.223,1
C01990,1050,87,8,932.25,7457.99,1,0.262,1
C01991,1325,51,4,2131.74,8526.98,0,0.1316,1
C01992,127,250,13,372.44,4841.71,0,0.3285,0
C01993,373,295,6,1621.76,9730.57,0,0.2066,1
C01994,381,333,4,1076.51,4306.06,0,0.191,1
C01995,673,339,5,1056.3,5281.51,1,0.0855,1
C01996,787,279,3,503.19,1509.56,0,0.379,1
C01997,1288,211,12,464.8,5577.63,1,0.2199,0
C01998,593,183,3,191.44,574.31,0,0.4883,0
C01999,1082,84,5,970.65,4853.24,1,0.26,0
C02000,1263,113,5,1422.74,7113.69,1,0.224,1
C02001,1091,277,6,555.01,3330.08,0,0.3557,0
C02002,1379,242,6,1672.36,10034.18,0,0.1163,0
C02003,1206,130,5,825.76,4128.82,0,0.2745,1
C02004,577,145,7,635.82,4450.77,0,0.1928,0
C02005,1451,366,7,626.73,4387.08,0,0.1591,0
C02006,1420,163,5,478.21,2391.05,0,0.32,0
C02007,90,332,9,1016.77,9150.93,1,0.2746,1
C02008,1447,175,5,783.07,3915.33,0,0.1872,0
C02009,1496,162,2,1305.27,2610.54,1,0.1944,1
C02010,1276,237,7,1124.62,7872.34,0,0.4324,0
C02011,1404,16,5,280.83,1404.17,0,0.4478,0
C02012,1252,133,5,857.05,4285.26,0,0.5278,0
C02013,238,379,9,396.81,3571.27,2,0.1336,1
C02014,75,320,2,800.38,1600.76,0,0.1835,1
C02015,463,381,10,2204.11,22041.05,1,0.3658,1
C02016,83,335,3,1284.83,3854.49,1,0.4727,1
C02017,998,194,2,1247.38,2494.76,1,0.5842,1
C02018,1297,362,8,547.54,4380.33,2,0.4163,1
C02019,1324,2,10,1502.65,15026.5,1,0.4337,0
C02020,172,96,4,320.71,1282.82,2,0.4465,1
C02021,827,289,7,1365.61,9559.3,1,0.5126,0
C02022,808,74,7,950.64,6654.48,1,0.3964,0
C02023,784,112,2,684.17,1368.34,1,0.106,1
C02024,1353,88,4,1044.15,4176.62,1,0.3942,0
C02025,205,299,6,723.92,4343.51,1,0.4332,1
C02026,134,315,4,1376.39,5505.55,0,0.1757,1
C02027,1094,11,7,1534.1,10738.71,0,0.6007,0
C02028,921,82,5,1356.14,6780.71,0,0.0214,0
C02029,764,246,6,2016.11,12096.65,1,0.0162,1
C02030,295,360,8,909.7,7277.59,1,0.2522,0
C02031,183,375,4,1168.79,4675.17,0,0.3088,1
C02032,953,323,10,1825.2,18251.99,0,0.0864,0
C02033,1371,207,4,809.47,3237.89,0,0.2201,1
C02034,1426,20,7,589.06,4123.45,1,0.1115,0
C02035,378,378,6,962.18,5773.06,2,0.2005,1
C02036,885,301,6,1594.39,9566.31,2,0.3601,1
C02037,813,288,6,1181.95,7091.71,0,0.044,1
C02038,1426,342,6,534.67,3208.01,1,0.2372,1
C02039,1256,238,3,483.45,1450.36,0,0.2101,0
C02040,212,292,5,1124.96,5624.82,0,0.2499,1
C02041,1022,338,7,752.31,5266.2,1,0.5634,1
C02042,1229,325,12,1293.91,15526.94,1,0.4372,0
C02043,374,368,3,1016.58,3049.74,0,0.2336,1
C02044,541,76,7,691.24,4838.66,2,0.2189,1
C02045,1499,343,5,329.64,1648.2,0,0.2431,0
C02046,576,197,4,719.66,2878.64,0,0.566,1
C02047,166,367,9,505.86,4552.71,1,0.5855,0
C02048,1461,391,13,1981.59,25760.66,1,0.407,0
C02049,1213,25,5,531.93,2659.63,1,0.076,0
C02050,117,351,6,2461.41,14768.45,0,0.2483,1
C02051,712,85,8,2225.98,17807.84,2,0.2766,0
C02052,1139,360,9,2582.72,23244.46,2,0.3267,0
C02053,136,106,7,2794.58,19562.09,0,0.3405,0
C02054,677,273,8,1046.96,8375.72,0,0.132,0
C02055,386,384,8,1470.4,11763.2,1,0.2392,1
C02056,217,36,7,1405.39,9837.75,0,0.4895,1
C02057,152,364,7,1258.72,8811.04,1,0.1545,1
C02058,854,326,13,1636.41,21273.3,1,0.2953,0
C02059,334,324,4,1121.08,4484.33,1,0.1695,1
C02060,1095,365,6,1715.52,10293.13,1,0.3033,1
C02061,1330,318,7,839.68,5877.75,0,0.3172,1
C02062,779,111,9,373.82,3364.35,0,0.1669,0
C02063,459,178,4,581.84,2327.37,1,0.3862,1
C02064,326,224,4,1159.89,4639.54,0,0.4433,1
C02065,927,39,6,1963.88,11783.25,0,0.5673,0
C02066,1068,339,9,2142.87,19285.82,0,0.3705,1
C02067,323,266,13,608.81,7914.55,1,0.3313,1
C02068,535,373,4,188.89,755.56,1,0.3668,1
C02069,390,208,4,572.63,2290.52,0,0.0649,0
C02070,1187,6,9,917.61,8258.47,0,0.1808,0
C02071,548,161,4,1307.49,5229.97,0,0.4498,0
C02072,959,85,4,414.46,1657.83,0,0.5358,1
C02073,1423,145,4,493.05,1972.21,0,0.3126,0
C02074,421,230,4,1300.28,5201.11,1,0.5994,1
C02075,340,64,6,906.12,5436.74,0,0.136,0
C02076,561,247,5,670.78,3353.89,0,0.0686,1
C02077,995,162,4,998.12,3992.49,0,0.3822,1
C02078,600,323,10,941.94,9419.4,0,0.2859,0
C02079,577,369,5,854.09,4270.43,2,0.2515,1
C02080,1291,143,11,2351.07,25861.73,2,0.2526,0
C02081,239,78,6,394.25,2365.52,1,0.707,1
C02082,905,10,6,1572.69,9436.12,1,0.394,0
C02083,845,239,5,898.84,4494.2,0,0.361,1
C02084,645,173,3,2222.4,6667.2,2,0.0598,1
C02085,578,249,6,889.08,5334.46,0,0.271,1
C02086,988,105,6,2290.49,13742.95,2,0.0739,0
C02087,1312,152,5,741.79,3708.93,1,0.2315,1
C02088,140,373,3,1389.36,4168.08,1,0.0755,1
C02089,1390,107,8,825.47,6603.78,0,0.1378,1
C02090,47,223,6,996.08,5976.51,0,0.2872,1
C02091,868,62,7,269.29,1885.04,0,0.2982,0
C02092,613,34,4,675.5,2702.0,1,0.2183,1
C02093,461,166,7,1383.56,9684.95,1,0.3442,1
C02094,1208,36,6,2462.79,14776.74,0,0.2255,0
C02095,811,201,8,591.95,4735.59,0,0.1946,0
C02096,353,55,3,949.24,2847.71,0,0.2739,1
C02097,1330,14,2,2109.03,4218.07,0,0.1968,0
C02098,531,249,3,815.13,2445.4,0,0.375,1
C02099,1021,369,5,2065.56,10327.8,2,0.4975,1
C02100,235,395,7,1854.14,12979.0,0,0.1563,1
C02101,157,0,5,1724.84,8624.2,0,0.1869,0
C02102,910,244,9,519.34,4674.05,1,0.2883,0
C02103,124,19,9,1769.79,15928.09,1,0.5199,0
C02104,1424,252,2,311.86,623.71,0,0.3291,1
C02105,257,267,7,1526.13,10682.94,0,0.3193,1
C02106,768,54,1,284.02,284.02,1,0.2327,0
C02107,862,315,7,1053.47,7374.3,2,0.0987,1
C02108,1280,353,7,706.85,4947.96,0,0.464,1
C02109,276,183,7,2475.18,17326.26,0,0.4609,1
C02110,1395,211,9,1058.12,9523.04,2,0.4308,1
C02111,403,128,5,1658.51,8292.57,0,0.3128,0
C02112,1445,387,4,1307.64,5230.58,0,0.4466,1
C02113,806,285,6,920.72,5524.33,3,0.1551,1
C02114,425,180,4,2075.23,8300.9,1,0.1708,1
C02115,862,348,2,614.94,1229.88,0,0.2121,1
C02116,1140,328,4,625.39,2501.56,1,0.1621,1
C02117,1242,125,8,1619.58,12956.63,0,0.1258,0
C02118,438,399,3,991.05,2973.16,0,0.2253,1
C02119,672,245,9,902.09,8118.85,0,0.3411,0
C02120,772,17,2,1445.52,2891.03,1,0.3244,0
C02121,1173,359,5,1757.57,8787.85,0,0.4179,1
C02122,1047,116,6,2883.3,17299.8,0,0.2098,1
C02123,146,265,6,502.13,3012.81,0,0.347,1
C02124,107,321,11,1163.43,12797.71,1,0.1819,0
C02125,826,32,1,1497.72,1497.72,0,0.4075,0
C02126,1207,331,10,1066.79,10667.87,0,0.2954,0
C02127,661,64,5,1024.9,5124.5,0,0.1037,0
C02128,427,73,9,225.74,2031.65,0,0.5712,0
C02129,1389,321,11,2251.17,24762.88,0,0.2546,0
C02130,410,205,8,269.36,2154.87,0,0.051,1
C02131,1088,190,5,879.67,4398.33,0,0.3733,1
C02132,240,219,5,736.99,3684.95,0,0.3033,1
C02133,1046,92,7,1003.83,7026.83,1,0.2575,0
