series_id,date,units_sold,revenue,price,marketing_spend,promotion_flag
S003,2023-07-14,94,197299.42,2098.93,2780.91,0
S003,2023-07-15,141,295949.13,2098.93,2467.19,0
S003,2023-07-16,130,272860.9,2098.93,2790.25,0
S003,2023-07-17,88,184705.84,2098.93,2817.0,0
S003,2023-07-18,90,188903.7,2098.93,2431.92,0
S003,2023-07-19,88,184705.84,2098.93,2395.69,0
S003,2023-07-20,85,178409.05,2098.93,2971.55,0
S003,2023-07-21,90,188903.7,2098.93,2666.41,0
S003,2023-07-22,128,268663.04,2098.93,2924.17,0
S003,2023-07-23,123,258168.39,2098.93,2819.47,0
S003,2023-07-24,93,195200.49,2098.93,2789.13,0
S003,2023-07-25,83,174211.19,2098.93,2601.25,0
S003,2023-07-26,89,186804.77,2098.93,3207.21,0
S003,2023-07-27,100,209893.0,2098.93,3407.02,0
S003,2023-07-28,96,201497.28,2098.93,3127.8,0
S003,2023-07-29,155,325334.15,2098.93,3345.55,0
S003,2023-07-30,137,287553.41,2098.93,3273.48,0
S003,2023-07-31,91,191002.63,2098.93,3110.35,0
S003,2023-08-01,94,197299.42,2098.93,3150.16,0
S003,2023-08-02,97,203596.21,2098.93,3116.92,0
S003,2023-08-03,105,220387.65,2098.93,3171.32,0
S003,2023-08-04,89,186804.77,2098.93,3108.94,0
S003,2023-08-05,148,310641.64,2098.93,3036.33,0
S003,2023-08-06,141,295949.13,2098.93,3289.68,0
S003,2023-08-07,95,199398.35,2098.93,3209.56,0
S003,2023-08-08,93,195200.49,2098.93,3091.88,0
S003,2023-08-09,98,205695.14,2098.93,3371.52,0
S003,2023-08-10,87,182606.91,2098.93,2998.52,0
S003,2023-08-11,84,176310.12,2098.93,2967.78,0
S003,2023-08-12,127,266564.11,2098.93,3073.86,0
S003,2023-08-13,143,300146.99,2098.93,3214.3,0
S003,2023-08-14,97,203596.21,2098.93,3487.76,0
S003,2023-08-15,86,180507.98,2098.93,3298.82,0
S003,2023-08-16,89,186804.77,2098.93,3617.0,0
S003,2023-08-17,105,187329.5,1784.0904999999998,3304.67,1
S003,2023-08-18,107,190897.68,1784.0904999999998,3345.86,1
S003,2023-08-19,128,268663.04,2098.93,2928.03,0
S003,2023-08-20,141,295949.13,2098.93,3288.28,0
S003,2023-08-21,91,191002.63,2098.93,3296.77,0
S003,2023-08-22,103,183761.32,1784.0904999999998,3115.19,1
S003,2023-08-23,100,209893.0,2098.93,3455.68,0
S003,2023-08-24,84,176310.12,2098.93,3232.49,0
S003,2023-08-25,100,209893.0,2098.93,3145.96,0
S003,2023-08-26,158,331630.94,2098.93,3743.77,0
S003,2023-08-27,124,260267.32,2098.93,3242.7,0
S003,2023-08-28,85,178409.05,2098.93,3421.49,0
S003,2023-08-29,96,201497.28,2098.93,3430.07,0
S003,2023-08-30,86,180507.98,2098.93,3538.21,0
S003,2023-08-31,91,191002.63,2098.93,3180.74,0
S003,2023-09-01,105,220387.65,2098.93,3322.07,0
S003,2023-09-02,122,256069.46,2098.93,3105.7,0
S003,2023-09-03,146,306443.78,2098.93,3300.51,0
S003,2023-09-04,118,210522.68,1784.0904999999998,3166.38,1
S003,2023-09-05,87,182606.91,2098.93,3126.76,0
S003,2023-09-06,96,201497.28,2098.93,3412.03,0
S003,2023-09-07,82,172112.26,2098.93,3388.74,0
S003,2023-09-08,88,184705.84,2098.93,3350.24,0
S003,2023-09-09,129,270761.97,2098.93,3772.56,0
S003,2023-09-10,163,290806.75,1784.0904999999998,3501.97,1
S003,2023-09-11,102,181977.23,1784.0904999999998,3512.98,1
S003,2023-09-12,104,218288.72,2098.93,3318.64,0
S003,2023-09-13,104,218288.72,2098.93,3009.96,0
S003,2023-09-14,93,195200.49,2098.93,2931.76,0
S003,2023-09-15,89,186804.77,2098.93,2913.75,0
S003,2023-09-16,133,279157.69,2098.93,3053.06,0
S003,2023-09-17,127,266564.11,2098.93,3139.84,0
S003,2023-09-18,109,194465.86,1784.0904999999998,3049.48,1
S003,2023-09-19,86,180507.98,2098.93,3143.63,0
S003,2023-09-20,102,214090.86,2098.93,2970.06,0
S003,2023-09-21,87,182606.91,2098.93,3026.41,0
S003,2023-09-22,89,186804.77,2098.93,2997.11,0
S003,2023-09-23,103,216189.79,2098.93,2740.96,0
S003,2023-09-24,138,289652.34,2098.93,2670.77,0
S003,2023-09-25,97,203596.21,2098.93,3273.65,0
S003,2023-09-26,98,205695.14,2098.93,2798.95,0
S003,2023-09-27,87,182606.91,2098.93,2908.36,0
S003,2023-09-28,128,228363.58,1784.0904999999998,3372.49,1
S003,2023-09-29,88,184705.84,2098.93,3278.54,0
S003,2023-09-30,135,283355.55,2098.93,2557.86,0
S003,2023-10-01,190,398796.7,2098.93,2747.34,0
S003,2023-10-02,118,247673.74,2098.93,2299.0,0
S003,2023-10-03,139,291751.27,2098.93,2884.57,0
S003,2023-10-04,125,262366.25,2098.93,2697.08,0
S003,2023-10-05,126,264465.18,2098.93,2750.11,0
S003,2023-10-06,130,272860.9,2098.93,2581.56,0
S003,2023-10-07,172,361015.96,2098.93,2504.53,0
S003,2023-10-08,231,412124.91,1784.0904999999998,2938.51,1
S003,2023-10-09,136,285454.48,2098.93,2485.11,0
S003,2023-10-10,130,272860.9,2098.93,2737.51,0
S003,2023-10-11,119,249772.67,2098.93,2194.18,0
S003,2023-10-12,103,216189.79,2098.93,2335.73,0
S003,2023-10-13,120,251871.6,2098.93,2151.78,0
S003,2023-10-14,170,356818.1,2098.93,2267.67,0
S003,2023-10-15,191,400895.63,2098.93,2723.25,0
S003,2023-10-16,122,256069.46,2098.93,2471.49,0
S003,2023-10-17,112,235080.16,2098.93,2079.07,0
S003,2023-10-18,123,258168.39,2098.93,2467.18,0
S003,2023-10-19,115,241376.95,2098.93,2491.12,0
S003,2023-10-20,136,285454.48,2098.93,2325.06,0
S003,2023-10-21,211,442874.23,2098.93,1918.13,0
S003,2023-10-22,167,350521.31,2098.93,2202.7,0
S003,2023-10-23,123,258168.39,2098.93,1541.91,0
S003,2023-10-24,128,268663.04,2098.93,1992.82,0
S003,2023-10-25,115,241376.95,2098.93,1755.83,0
S003,2023-10-26,107,224585.51,2098.93,1988.1,0
S003,2023-10-27,126,264465.18,2098.93,2212.81,0
S003,2023-10-28,155,325334.15,2098.93,2187.61,0
S003,2023-10-29,173,363114.89,2098.93,2241.02,0
S003,2023-10-30,135,283355.55,2098.93,2362.19,0
S003,2023-10-31,112,235080.16,2098.93,2443.16,0
S003,2023-11-01,117,245574.81,2098.93,1496.52,0
S003,2023-11-02,110,230882.3,2098.93,1845.34,0
S003,2023-11-03,135,240852.22,1784.0904999999998,1908.78,1
S003,2023-11-04,176,369411.68,2098.93,1971.18,0
S003,2023-11-05,176,369411.68,2098.93,2300.3,0
S003,2023-11-06,122,256069.46,2098.93,1368.53,0
S003,2023-11-07,149,265829.48,1784.0904999999998,1553.3,1
S003,2023-11-08,115,241376.95,2098.93,2308.94,0
S003,2023-11-09,117,245574.81,2098.93,1905.68,0
S003,2023-11-10,121,253970.53,2098.93,2172.99,0
S003,2023-11-11,231,412124.91,1784.0904999999998,2005.52,1
S003,2023-11-12,175,367312.75,2098.93,1917.37,0
S003,2023-11-13,112,235080.16,2098.93,1963.67,0
S003,2023-11-14,110,230882.3,2098.93,2169.17,0
S003,2023-11-15,112,235080.16,2098.93,1892.52,0
S003,2023-11-16,120,251871.6,2098.93,2082.26,0
S003,2023-11-17,116,243475.88,2098.93,1058.13,0
S003,2023-11-18,169,354719.17,2098.93,1939.2,0
S003,2023-11-19,168,352620.24,2098.93,1771.08,0
S003,2023-11-20,105,220387.65,2098.93,1485.07,0
S003,2023-11-21,122,256069.46,2098.93,2186.98,0
S003,2023-11-22,125,262366.25,2098.93,1666.15,0
S003,2023-11-23,113,237179.09,2098.93,1238.96,0
S003,2023-11-24,100,209893.0,2098.93,1849.53,0
S003,2023-11-25,158,331630.94,2098.93,1584.14,0
S003,2023-11-26,177,371510.61,2098.93,2035.18,0
S003,2023-11-27,116,243475.88,2098.93,1827.61,0
S003,2023-11-28,122,256069.46,2098.93,1989.72,0
S003,2023-11-29,118,247673.74,2098.93,1405.41,0
S003,2023-11-30,113,237179.09,2098.93,1901.45,0
S003,2023-12-01,124,260267.32,2098.93,2174.79,0
S003,2023-12-02,120,251871.6,2098.93,1950.19,0
S003,2023-12-03,135,283355.55,2098.93,1636.37,0
S003,2023-12-04,105,220387.65,2098.93,1916.33,0
S003,2023-12-05,83,174211.19,2098.93,1898.15,0
S003,2023-12-06,80,167914.4,2098.93,1573.53,0
S003,2023-12-07,93,195200.49,2098.93,1680.59,0
S003,2023-12-08,89,186804.77,2098.93,1915.63,0
S003,2023-12-09,129,270761.97,2098.93,1969.25,0
S003,2023-12-10,130,272860.9,2098.93,1893.61,0
S003,2023-12-11,94,197299.42,2098.93,1912.17,0
S003,2023-12-12,86,180507.98,2098.93,1760.57,0
S003,2023-12-13,81,170013.33,2098.93,1739.67,0
S003,2023-12-14,79,165815.47,2098.93,1783.07,0
S003,2023-12-15,88,184705.84,2098.93,1990.86,0
S003,2023-12-16,113,237179.09,2098.93,1274.06,0
S003,2023-12-17,121,253970.53,2098.93,2068.97,0
S003,2023-12-18,116,206954.5,1784.0904999999998,1943.4,1
S003,2023-12-19,91,191002.63,2098.93,1981.33,0
S003,2023-12-20,93,195200.49,2098.93,2174.14,0
S003,2023-12-21,77,161617.61,2098.93,1905.02,0
S003,2023-12-22,77,161617.61,2098.93,1738.05,0
S003,2023-12-23,121,253970.53,2098.93,2352.49,0
S003,2023-12-24,123,258168.39,2098.93,2068.23,0
S003,2023-12-25,90,188903.7,2098.93,1823.57,0
S003,2023-12-26,91,191002.63,2098.93,2185.73,0
S003,2023-12-27,90,188903.7,2098.93,2140.34,0
S003,2023-12-28,97,203596.21,2098.93,2121.23,0
S003,2023-12-29,82,172112.26,2098.93,2181.7,0
S003,2023-12-30,111,232981.23,2098.93,2509.99,0
S003,2023-12-31,131,274959.83,2098.93,2058.44,0
S003,2024-01-01,90,188903.7,2098.93,2189.96,0
S003,2024-01-02,87,182606.91,2098.93,2210.68,0
S003,2024-01-03,87,182606.91,2098.93,2090.34,0
S003,2024-01-04,82,172112.26,2098.93,1896.29,0
S003,2024-01-05,84,176310.12,2098.93,2613.99,0
S003,2024-01-06,124,260267.32,2098.93,2253.25,0
S003,2024-01-07,124,260267.32,2098.93,2859.75,0
S003,2024-01-08,92,193101.56,2098.93,2487.48,0
S003,2024-01-09,88,184705.84,2098.93,2111.4,0
S003,2024-01-10,98,205695.14,2098.93,2789.84,0
S003,2024-01-11,66,138529.38,2098.93,2466.55,0
S003,2024-01-12,84,176310.12,2098.93,2137.36,0
S003,2024-01-13,116,243475.88,2098.93,2715.02,0
S003,2024-01-14,128,268663.04,2098.93,2473.42,0
S003,2024-01-15,82,172112.26,2098.93,2402.9,0
S003,2024-01-16,93,195200.49,2098.93,2407.77,0
S003,2024-01-17,93,195200.49,2098.93,2621.27,0
S003,2024-01-18,99,207794.07,2098.93,3227.49,0
S003,2024-01-19,111,198034.05,1784.0904999999998,2970.05,1
S003,2024-01-20,149,265829.48,1784.0904999999998,2403.0,1
S003,2024-01-21,124,260267.32,2098.93,2652.33,0
S003,2024-01-22,75,157419.75,2098.93,2915.58,0
S003,2024-01-23,89,186804.77,2098.93,2613.46,0
S003,2024-01-24,83,174211.19,2098.93,2956.44,0
S003,2024-01-25,100,178409.05,1784.0904999999998,2914.63,1
S003,2024-01-26,96,201497.28,2098.93,3064.38,0
S003,2024-01-27,122,256069.46,2098.93,2742.62,0
S003,2024-01-28,128,268663.04,2098.93,3087.39,0
S003,2024-01-29,86,180507.98,2098.93,2324.58,0
S003,2024-01-30,80,167914.4,2098.93,2859.8,0
S003,2024-01-31,84,176310.12,2098.93,2841.91,0
S003,2024-02-01,85,178409.05,2098.93,3269.96,0
S003,2024-02-02,97,203596.21,2098.93,2842.35,0
S003,2024-02-03,117,245574.81,2098.93,3332.94,0
S003,2024-02-04,133,279157.69,2098.93,2732.37,0
S003,2024-02-05,98,205695.14,2098.93,2557.14,0
S003,2024-02-06,94,197299.42,2098.93,3047.21,0
S003,2024-02-07,87,182606.91,2098.93,2843.38,0
S003,2024-02-08,99,207794.07,2098.93,2893.87,0
S003,2024-02-09,85,178409.05,2098.93,2903.72,0
S003,2024-02-10,124,260267.32,2098.93,3162.23,0
S003,2024-02-11,136,285454.48,2098.93,3328.62,0
S003,2024-02-12,92,193101.56,2098.93,2567.52,0
S003,2024-02-13,82,172112.26,2098.93,3370.08,0
S003,2024-02-14,98,205695.14,2098.93,3048.07,0
S003,2024-02-15,90,188903.7,2098.93,3283.39,0
S003,2024-02-16,94,197299.42,2098.93,3326.55,0
S003,2024-02-17,111,232981.23,2098.93,3314.58,0
S003,2024-02-18,125,262366.25,2098.93,3301.16,0
S003,2024-02-19,90,188903.7,2098.93,3398.27,0
S003,2024-02-20,92,193101.56,2098.93,3425.45,0
S003,2024-02-21,86,180507.98,2098.93,3275.92,0
S003,2024-02-22,89,186804.77,2098.93,3235.94,0
S003,2024-02-23,81,170013.33,2098.93,3020.11,0
S003,2024-02-24,134,281256.62,2098.93,3291.44,0
S003,2024-02-25,128,268663.04,2098.93,3263.43,0
S003,2024-02-26,87,182606.91,2098.93,3030.03,0
S003,2024-02-27,88,184705.84,2098.93,3469.57,0
S003,2024-02-28,88,184705.84,2098.93,3202.26,0
S003,2024-02-29,81,170013.33,2098.93,3215.15,0
S003,2024-03-01,94,197299.42,2098.93,3171.38,0
S003,2024-03-02,120,251871.6,2098.93,3088.17,0
S003,2024-03-03,130,272860.9,2098.93,3459.09,0
S003,2024-03-04,94,197299.42,2098.93,2961.14,0
S003,2024-03-05,89,186804.77,2098.93,2987.09,0
S003,2024-03-06,83,174211.19,2098.93,3400.67,0
S003,2024-03-07,84,176310.12,2098.93,3049.92,0
S003,2024-03-08,79,165815.47,2098.93,2590.62,0
S003,2024-03-09,132,277058.76,2098.93,3404.99,0
S003,2024-03-10,149,312740.57,2098.93,3532.1,0
S003,2024-03-11,93,195200.49,2098.93,2998.03,0
S003,2024-03-12,86,180507.98,2098.93,3211.13,0
S003,2024-03-13,94,197299.42,2098.93,3777.84,0
S003,2024-03-14,81,170013.33,2098.93,3379.57,0
S003,2024-03-15,90,188903.7,2098.93,2891.74,0
S003,2024-03-16,131,233715.86,1784.0904999999998,3156.35,1
S003,2024-03-17,139,291751.27,2098.93,3152.27,0
S003,2024-03-18,93,195200.49,2098.93,3440.98,0
S003,2024-03-19,91,191002.63,2098.93,2789.96,0
S003,2024-03-20,78,163716.54,2098.93,3474.8,0
S003,2024-03-21,90,188903.7,2098.93,3041.66,0
S003,2024-03-22,96,201497.28,2098.93,3127.57,0
S003,2024-03-23,117,245574.81,2098.93,2825.61,0
S003,2024-03-24,128,268663.04,2098.93,2996.87,0
S003,2024-03-25,94,197299.42,2098.93,3028.07,0
S003,2024-03-26,87,182606.91,2098.93,3036.02,0
S003,2024-03-27,88,184705.84,2098.93,3025.36,0
S003,2024-03-28,93,195200.49,2098.93,3193.18,0
S003,2024-03-29,83,174211.19,2098.93,2783.13,0
S003,2024-03-30,182,324704.47,1784.0904999999998,3186.88,1
S003,2024-03-31,119,249772.67,2098.93,2653.13,0
S003,2024-04-01,90,188903.7,2098.93,2572.17,0
S003,2024-04-02,85,178409.05,2098.93,2902.1,0
S003,2024-04-03,81,170013.33,2098.93,2727.79,0
S003,2024-04-04,84,176310.12,2098.93,2519.45,0
S003,2024-04-05,120,214090.86,1784.0904999999998,3353.93,1
S003,2024-04-06,121,253970.53,2098.93,3085.8,0
S003,2024-04-07,113,237179.09,2098.93,2974.58,0
S003,2024-04-08,89,186804.77,2098.93,2472.74,0
S003,2024-04-09,75,157419.75,2098.93,2669.31,0
S003,2024-04-10,80,167914.4,2098.93,2430.91,0
S003,2024-04-11,102,214090.86,2098.93,2716.29,0
S003,2024-04-12,80,167914.4,2098.93,2655.88,0
S003,2024-04-13,107,224585.51,2098.93,2208.03,0
S003,2024-04-14,106,222486.58,2098.93,2613.99,0
S003,2024-04-15,76,159518.68,2098.93,3027.98,0
S003,2024-04-16,94,197299.42,2098.93,2788.54,0
S003,2024-04-17,87,182606.91,2098.93,2346.46,0
S003,2024-04-18,85,178409.05,2098.93,2659.65,0
S003,2024-04-19,87,182606.91,2098.93,2617.7,0
S003,2024-04-20,129,270761.97,2098.93,2420.93,0
S003,2024-04-21,136,285454.48,2098.93,2442.85,0
S003,2024-04-22,83,174211.19,2098.93,2042.4,0
S003,2024-04-23,74,155320.82,2098.93,2463.03,0
S003,2024-04-24,89,186804.77,2098.93,2321.54,0
S003,2024-04-25,74,155320.82,2098.93,2282.05,0
S003,2024-04-26,97,203596.21,2098.93,2832.2,0
S003,2024-04-27,127,266564.11,2098.93,2045.75,0
S003,2024-04-28,121,253970.53,2098.93,2051.08,0
S003,2024-04-29,89,186804.77,2098.93,2354.72,0
S003,2024-04-30,98,205695.14,2098.93,2617.07,0
S003,2024-05-01,86,180507.98,2098.93,2035.14,0
S003,2024-05-02,82,172112.26,2098.93,1896.16,0
S003,2024-05-03,83,174211.19,2098.93,1929.28,0
S003,2024-05-04,120,251871.6,2098.93,2107.16,0
S003,2024-05-05,114,239278.02,2098.93,2010.87,0
S003,2024-05-06,82,172112.26,2098.93,2762.62,0
S003,2024-05-07,74,155320.82,2098.93,1935.26,0
S003,2024-05-08,85,178409.05,2098.93,2153.74,0
S003,2024-05-09,81,170013.33,2098.93,2341.83,0
S003,2024-05-10,83,174211.19,2098.93,2057.48,0
S003,2024-05-11,103,216189.79,2098.93,1787.6,0
S003,2024-05-12,122,256069.46,2098.93,2076.69,0
S003,2024-05-13,88,184705.84,2098.93,1643.82,0
S003,2024-05-14,93,195200.49,2098.93,2091.37,0
S003,2024-05-15,72,151122.96,2098.93,1728.93,0
S003,2024-05-16,77,161617.61,2098.93,2102.42,0
S003,2024-05-17,89,186804.77,2098.93,2055.21,0
S003,2024-05-18,125,262366.25,2098.93,1940.3,0
S003,2024-05-19,122,256069.46,2098.93,1950.86,0
S003,2024-05-20,82,172112.26,2098.93,2077.1,0
S003,2024-05-21,91,191002.63,2098.93,1498.0,0
S003,2024-05-22,86,180507.98,2098.93,1720.44,0
S003,2024-05-23,82,172112.26,2098.93,1304.52,0
S003,2024-05-24,85,178409.05,2098.93,1084.55,0
S003,2024-05-25,129,270761.97,2098.93,2072.84,0
S003,2024-05-26,116,243475.88,2098.93,1865.06,0
S003,2024-05-27,90,188903.7,2098.93,1833.92,0
S003,2024-05-28,80,167914.4,2098.93,2187.87,0
S003,2024-05-29,84,176310.12,2098.93,1551.77,0
S003,2024-05-30,84,176310.12,2098.93,1875.89,0
S003,2024-05-31,89,186804.77,2098.93,1512.48,0
S003,2024-06-01,108,226684.44,2098.93,2204.41,0
S003,2024-06-02,110,230882.3,2098.93,1837.63,0
S003,2024-06-03,85,178409.05,2098.93,1772.25,0
S003,2024-06-04,78,163716.54,2098.93,2421.55,0
S003,2024-06-05,81,170013.33,2098.93,2102.68,0
S003,2024-06-06,85,178409.05,2098.93,1776.05,0
S003,2024-06-07,90,188903.7,2098.93,1913.02,0
S003,2024-06-08,127,266564.11,2098.93,2828.52,0
S003,2024-06-09,114,239278.02,2098.93,1474.5,0
S003,2024-06-10,115,205170.41,1784.0904999999998,1675.39,1
S003,2024-06-11,75,157419.75,2098.93,2137.13,0
S003,2024-06-12,71,149024.03,2098.93,2167.82,0
S003,2024-06-13,66,138529.38,2098.93,2016.73,0
S003,2024-06-14,85,178409.05,2098.93,1633.58,0
S003,2024-06-15,124,260267.32,2098.93,1722.47,0
S003,2024-06-16,107,224585.51,2098.93,1745.4,0
S003,2024-06-17,82,172112.26,2098.93,1531.3,0
S003,2024-06-18,77,161617.61,2098.93,2124.42,0
S003,2024-06-19,92,193101.56,2098.93,2249.4,0
S003,2024-06-20,79,165815.47,2098.93,2252.93,0
S003,2024-06-21,72,151122.96,2098.93,1721.83,0
S003,2024-06-22,123,258168.39,2098.93,1699.97,0
S003,2024-06-23,122,256069.46,2098.93,1693.41,0
S003,2024-06-24,91,191002.63,2098.93,2363.41,0
S003,2024-06-25,74,155320.82,2098.93,2116.9,0
S003,2024-06-26,80,167914.4,2098.93,1981.81,0
S003,2024-06-27,85,178409.05,2098.93,2144.62,0
S003,2024-06-28,89,186804.77,2098.93,2005.08,0
S003,2024-06-29,119,249772.67,2098.93,2159.09,0
S003,2024-06-30,122,256069.46,2098.93,1644.78,0
S003,2024-07-01,93,195200.49,2098.93,2059.8,0
S003,2024-07-02,95,199398.35,2098.93,1836.35,0
S003,2024-07-03,76,159518.68,2098.93,2428.11,0
S003,2024-07-04,77,161617.61,2098.93,1827.31,0
S003,2024-07-05,81,170013.33,2098.93,2013.76,0
S003,2024-07-06,115,241376.95,2098.93,2344.16,0
S003,2024-07-07,138,289652.34,2098.93,2202.69,0
S003,2024-07-08,86,180507.98,2098.93,2326.27,0
S003,2024-07-09,76,159518.68,2098.93,2430.13,0
S003,2024-07-10,90,188903.7,2098.93,2763.79,0
S003,2024-07-11,95,199398.35,2098.93,2390.41,0
S003,2024-07-12,92,193101.56,2098.93,2507.36,0
S003,2024-07-13,108,226684.44,2098.93,2227.68,0
S003,2024-07-14,124,260267.32,2098.93,2150.02,0
S003,2024-07-15,76,159518.68,2098.93,2004.36,0
S003,2024-07-16,78,163716.54,2098.93,2791.03,0
S003,2024-07-17,93,195200.49,2098.93,2509.07,0
S003,2024-07-18,88,184705.84,2098.93,2515.32,0
S003,2024-07-19,86,180507.98,2098.93,2284.13,0
S003,2024-07-20,129,270761.97,2098.93,2285.48,0
S003,2024-07-21,118,247673.74,2098.93,2725.81,0
S003,2024-07-22,90,188903.7,2098.93,2386.49,0
S003,2024-07-23,75,157419.75,2098.93,2535.18,0
S003,2024-07-24,109,194465.86,1784.0904999999998,2496.19,1
S003,2024-07-25,85,178409.05,2098.93,2668.22,0
S003,2024-07-26,82,172112.26,2098.93,2676.36,0
S003,2024-07-27,126,264465.18,2098.93,2802.17,0
S003,2024-07-28,126,264465.18,2098.93,2466.67,0
S003,2024-07-29,105,187329.5,1784.0904999999998,3167.7,1
S003,2024-07-30,79,165815.47,2098.93,2873.37,0
S003,2024-07-31,85,178409.05,2098.93,2549.67,0
S003,2024-08-01,81,170013.33,2098.93,2692.51,0
S003,2024-08-02,88,184705.84,2098.93,3221.48,0
S003,2024-08-03,128,268663.04,2098.93,3055.87,0
S003,2024-08-04,128,268663.04,2098.93,3001.85,0
S003,2024-08-05,86,180507.98,2098.93,2942.08,0
S003,2024-08-06,78,163716.54,2098.93,3041.47,0
S003,2024-08-07,89,186804.77,2098.93,2909.01,0
S003,2024-08-08,91,191002.63,2098.93,3134.23,0
S003,2024-08-09,81,170013.33,2098.93,3325.74,0
S003,2024-08-10,130,272860.9,2098.93,2976.26,0
S003,2024-08-11,123,258168.39,2098.93,3178.43,0
S003,2024-08-12,92,193101.56,2098.93,3047.93,0
S003,2024-08-13,81,170013.33,2098.93,2854.72,0
S003,2024-08-14,98,205695.14,2098.93,3248.51,0
S003,2024-08-15,91,191002.63,2098.93,3038.57,0
S003,2024-08-16,105,187329.5,1784.0904999999998,2938.04,1
S003,2024-08-17,137,287553.41,2098.93,3045.17,0
S003,2024-08-18,129,270761.97,2098.93,3038.03,0
S003,2024-08-19,76,159518.68,2098.93,2847.96,0
S003,2024-08-20,88,184705.84,2098.93,3378.05,0
S003,2024-08-21,92,193101.56,2098.93,2899.57,0
S003,2024-08-22,89,186804.77,2098.93,3035.56,0
S003,2024-08-23,102,214090.86,2098.93,3374.84,0
S003,2024-08-24,127,266564.11,2098.93,3397.37,0
S003,2024-08-25,118,247673.74,2098.93,2797.96,0
S003,2024-08-26,90,188903.7,2098.93,3418.97,0
S003,2024-08-27,78,163716.54,2098.93,3089.87,0
S003,2024-08-28,102,214090.86,2098.93,3867.88,0
S003,2024-08-29,97,203596.21,2098.93,3626.2,0
S003,2024-08-30,98,205695.14,2098.93,3281.16,0
S003,2024-08-31,116,243475.88,2098.93,3598.25,0
S003,2024-09-01,136,285454.48,2098.93,3163.86,0
S003,2024-09-02,80,167914.4,2098.93,2906.83,0
S003,2024-09-03,83,174211.19,2098.93,2953.71,0
S003,2024-09-04,83,174211.19,2098.93,3532.91,0
S003,2024-09-05,97,203596.21,2098.93,2709.41,0
S003,2024-09-06,84,176310.12,2098.93,3850.22,0
S003,2024-09-07,121,253970.53,2098.93,3240.44,0
S003,2024-09-08,122,256069.46,2098.93,3374.86,0
S003,2024-09-09,80,167914.4,2098.93,3176.54,0
S003,2024-09-10,111,198034.05,1784.0904999999998,3422.08,1
S003,2024-09-11,95,199398.35,2098.93,3655.11,0
S003,2024-09-12,85,178409.05,2098.93,2838.42,0
S003,2024-09-13,89,186804.77,2098.93,3780.37,0
S003,2024-09-14,127,266564.11,2098.93,3653.77,0
S003,2024-09-15,179,319352.2,1784.0904999999998,3358.29,1
S003,2024-09-16,85,178409.05,2098.93,3379.03,0
S003,2024-09-17,78,163716.54,2098.93,3065.61,0
S003,2024-09-18,83,174211.19,2098.93,3367.49,0
S003,2024-09-19,93,195200.49,2098.93,3359.95,0
S003,2024-09-20,83,174211.19,2098.93,3098.36,0
S003,2024-09-21,135,283355.55,2098.93,3368.92,0
S003,2024-09-22,136,285454.48,2098.93,3222.03,0
S003,2024-09-23,91,191002.63,2098.93,3157.23,0
S003,2024-09-24,90,188903.7,2098.93,2967.15,0
S003,2024-09-25,85,178409.05,2098.93,3071.45,0
S003,2024-09-26,112,199818.14,1784.0904999999998,3393.79,1
S003,2024-09-27,94,197299.42,2098.93,3019.99,0
S003,2024-09-28,126,264465.18,2098.93,3083.99,0
S003,2024-09-29,137,287553.41,2098.93,3111.4,0
S003,2024-09-30,114,239278.02,2098.93,3081.03,0
S003,2024-10-01,128,268663.04,2098.93,2997.2,0
S003,2024-10-02,131,274959.83,2098.93,3212.7,0
S003,2024-10-03,132,277058.76,2098.93,2978.29,0
S003,2024-10-04,129,270761.97,2098.93,3353.59,0
S003,2024-10-05,186,390400.98,2098.93,3154.51,0
S003,2024-10-06,185,388302.05,2098.93,2597.71,0
S003,2024-10-07,123,258168.39,2098.93,2784.29,0
S003,2024-10-08,125,262366.25,2098.93,2820.62,0
S003,2024-10-09,121,253970.53,2098.93,2723.96,0
S003,2024-10-10,105,220387.65,2098.93,2708.96,0
S003,2024-10-11,124,260267.32,2098.93,2757.0,0
S003,2024-10-12,170,356818.1,2098.93,2596.05,0
S003,2024-10-13,166,348422.38,2098.93,2916.23,0
S003,2024-10-14,120,251871.6,2098.93,2824.46,0
S003,2024-10-15,134,281256.62,2098.93,2306.67,0
S003,2024-10-16,113,237179.09,2098.93,2369.96,0
S003,2024-10-17,160,285454.48,1784.0904999999998,2697.99,1
S003,2024-10-18,116,243475.88,2098.93,2669.88,0
S003,2024-10-19,145,304344.85,2098.93,2533.45,0
S003,2024-10-20,177,371510.61,2098.93,2667.8,0
S003,2024-10-21,115,241376.95,2098.93,2747.22,0
S003,2024-10-22,132,277058.76,2098.93,2797.74,0
S003,2024-10-23,119,249772.67,2098.93,2726.42,0
S003,2024-10-24,104,218288.72,2098.93,2302.96,0
S003,2024-10-25,102,214090.86,2098.93,2482.64,0
S003,2024-10-26,191,340761.29,1784.0904999999998,2435.06,1
S003,2024-10-27,159,333729.87,2098.93,2324.87,0
S003,2024-10-28,98,205695.14,2098.93,2630.91,0
S003,2024-10-29,119,249772.67,2098.93,2370.28,0
S003,2024-10-30,114,239278.02,2098.93,2207.15,0
S003,2024-10-31,111,232981.23,2098.93,2207.57,0
S003,2024-11-01,113,237179.09,2098.93,2282.54,0
